"Excel Table 2: Differentially methylatied positions (p < 0.05) within the Chile buccal cell study. Models adjusted for sex, age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg15642536,0.49,0.0001540266598,0.851,1.000,chr6,161582329,AGPAT4;C6orf59,Body;Body
cg10891461,-0.46,0.0001562134495,0.851,1.000,chr5,157254552,CLINT1;CLINT1;CLINT1,Body;Body;5'UTR
cg04993290,0.33,0.0001563948616,0.851,1.000,chr11,93822740,HEPHL1,Body
cg23760265,0.33,0.0001573348824,0.851,1.000,chr2,27696614,IFT172,Body
cg10583485,0.38,0.0001581141053,0.851,1.000,chr1,63150905,DOCK7,Body
cg06282288,0.28,0.0001586141829,0.851,1.000,chr3,40820810,,
cg24563804,-0.39,0.0001595519351,0.851,1.000,chr1,6452882,ACOT7,Body
cg07760796,0.33,0.000161993941,0.851,1.000,chr15,23812334,MKRN3,1stExon
cg15319981,0.31,0.0001638990054,0.851,1.000,chr12,8201665,FOXJ2,Body
cg23535137,-0.32,0.0001640836935,0.851,1.000,chr12,94178452,CRADD,Body
cg19197313,0.28,0.0001691643208,0.851,1.000,chr2,25728690,DTNB;DTNB;DTNB;DTNB;DTNB;DTNB;DTNB;DTNB,Body;Body;Body;Body;Body;Body;Body;Body
cg04870412,0.22,0.000171043504,0.851,1.000,chr18,54655403,WDR7;WDR7,Body;Body
cg25390658,-0.42,0.0001711128927,0.851,1.000,chr7,134576216,CALD1;CALD1;CALD1;CALD1;CALD1;CALD1;CALD1,Body;1stExon;5'UTR;1stExon;5'UTR;Body;Body
cg08287985,0.35,0.0001721842445,0.851,1.000,chr17,62277872,TEX2;TEX2;TEX2,Body;Body;Body
cg03605361,0.24,0.0001742055707,0.851,1.000,chr5,179715673,MAPK9;MAPK9;MAPK9;MAPK9;MAPK9,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg04577162,0.50,0.0001763724851,0.851,1.000,chr7,73667397,RFC2;RFC2,Body;Body
cg26709542,0.40,0.0001767350596,0.851,1.000,chr15,48716374,FBN1,Body
cg11358988,0.44,0.000177905621,0.851,1.000,chr9,112642906,PALM2;PALM2;PALM2-AKAP2;PALM2-AKAP2,Body;Body;Body;Body
cg02022344,0.76,0.000178487968,0.851,1.000,chr2,119633055,,
cg13389213,-0.24,0.0001786623103,0.851,1.000,chr19,58838502,ZSCAN22,5'UTR
cg01483124,-0.42,0.0001792089985,0.851,1.000,chr11,119209220,,
cg09959242,0.45,0.0001806318276,0.851,1.000,chr13,85004775,,
cg05197323,-0.21,0.0001808821619,0.851,1.000,chr14,24912098,SDR39U1,TSS200
cg27381993,0.21,0.0001809403825,0.851,1.000,chr4,40197832,RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg26412554,0.39,0.0001811100853,0.851,1.000,chr15,68646956,ITGA11,Body
cg10991752,0.35,0.0001811567864,0.851,1.000,chr6,155845314,,
cg20231084,0.42,0.0001835156442,0.851,1.000,chr11,130700487,,
cg19761758,0.31,0.00018366567,0.851,1.000,chr7,94012630,,
cg14769943,0.40,0.0001915895809,0.851,1.000,chr4,4863979,MSX1,Body
cg03974204,0.43,0.0001944625102,0.851,1.000,chr10,124252811,HTRA1,Body
cg13314333,0.40,0.000197630616,0.851,1.000,chr20,5870501,,
cg25823710,0.43,0.0001997997865,0.851,1.000,chr6,31603183,BAT2,Body
cg01961547,0.32,0.000201395301,0.851,1.000,chr15,93603441,RGMA;RGMA;RGMA;RGMA;RGMA;RGMA,Body;Body;Body;Body;Body;Body
cg13714719,0.41,0.0002024363882,0.851,1.000,chr5,68821334,OCLN;OCLN;OCLN,Body;Body;Body
cg25882643,-0.23,0.000203502025,0.851,1.000,chr15,48441588,MYEF2;MYEF2,Body;Body
cg03054605,0.40,0.0002052942928,0.851,1.000,chr1,44232845,ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg08737877,0.25,0.0002091241753,0.851,1.000,chr19,8800205,,
cg21763793,0.28,0.0002091653725,0.851,1.000,chr13,49752558,FNDC3A;FNDC3A,Body;Body
cg23725347,0.22,0.0002092815742,0.851,1.000,chr7,35855602,SEPT7;SEPT7;SEPT7,Body;Body;Body
cg10308265,-0.64,0.0002099104565,0.851,1.000,chr17,42290028,UBTF;UBTF;UBTF,Body;Body;Body
cg14324153,0.30,0.0002102924947,0.851,1.000,chr2,61050377,,
cg17083494,0.50,0.0002124315139,0.851,1.000,chr7,96654832,DLX5,TSS1500
cg07572790,0.39,0.0002126146781,0.851,1.000,chr17,37754424,,
cg09309687,0.33,0.0002182839171,0.851,1.000,chr7,3376213,SDK1,Body
cg06644978,0.31,0.0002182992652,0.851,1.000,chr18,73202039,,
cg10970293,0.58,0.0002200956803,0.851,1.000,chr2,26705334,OTOF;OTOF,Body;Body
cg00400952,0.33,0.0002205578279,0.851,1.000,chr19,57198538,,
cg27548827,0.49,0.0002227333947,0.851,1.000,chr1,234438427,SLC35F3;SLC35F3,Body;Body
cg19424533,0.27,0.0002237277667,0.851,1.000,chr10,62464624,ANK3,Body
cg18515510,0.65,0.000229132996,0.851,1.000,chr19,7831896,CLEC4M;CLEC4M;CLEC4M;CLEC4M;CLEC4M;CLEC4M;CLEC4M;CLEC4M;CLEC4M;CLEC4M;CLEC4M;CLEC4M,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg05518269,0.32,0.0002300461038,0.851,1.000,chr16,2265528,PGP,TSS1500
cg22163183,0.41,0.000231869886,0.851,1.000,chr16,84257546,KCNG4,Body
cg19756091,0.42,0.0002336012884,0.851,1.000,chr13,106807846,,
cg00758297,0.38,0.0002341699547,0.851,1.000,chr7,114775310,LINC01392,Body
cg09126203,-0.37,0.0002361213428,0.851,1.000,chr1,12661455,DHRS3,Body
cg24060190,0.34,0.0002364105809,0.851,1.000,chr19,46894449,,
cg16056894,0.32,0.0002375665642,0.851,1.000,chr3,169476270,,
cg00145438,0.26,0.0002440885857,0.851,1.000,chr13,113105097,,
cg04317648,0.77,0.0002447486248,0.851,1.000,chr1,8485376,LOC102724552;RERE;RERE,Body;Body;Body
cg17513182,-0.34,0.0002481253433,0.851,1.000,chr1,153894941,GATAD2B,5'UTR
cg01162111,0.25,0.0002485993066,0.851,1.000,chr7,129141398,SMKR1,TSS1500
cg11077949,0.24,0.00024925658,0.851,1.000,chr12,121619156,P2RX7;P2RX7;P2RX7;P2RX7;P2RX7;P2RX7;P2RX7;P2RX7;P2RX7;P2RX7,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg14161269,-0.48,0.0002495726527,0.851,1.000,chr6,32054898,TNXB,Body
cg16854480,0.36,0.0002497932767,0.851,1.000,chr4,17529466,,
cg04867439,0.27,0.0002513737616,0.851,1.000,chr5,136361762,SPOCK1,Body
cg20121278,-0.35,0.0002537803081,0.851,1.000,chr13,99446885,DOCK9;DOCK9,3'UTR;3'UTR
cg02344078,-0.28,0.0002541094528,0.851,1.000,chr20,43595235,STK4,1stExon
cg23402986,0.35,0.0002545937036,0.851,1.000,chr8,58979272,FAM110B,5'UTR
cg06732439,-0.43,0.0002550633899,0.851,1.000,chr2,239140318,LOC151174;LOC643387;LOC151174,TSS200;TSS200;TSS200
cg03596678,-0.49,0.0002575002877,0.851,1.000,chr6,151814994,C6orf97,TSS200
cg26241591,0.33,0.0002583800401,0.851,1.000,chr1,246425098,SMYD3;SMYD3,Body;Body
cg19095143,0.54,0.0002595249708,0.851,1.000,chr3,51721872,TEX264;TEX264;TEX264,Body;Body;Body
cg02067535,-0.57,0.0002616336524,0.851,1.000,chr3,196366191,LRRC33,TSS1500
cg13612583,0.25,0.0002617171402,0.851,1.000,chr9,81181836,,
cg11311499,0.39,0.0002618672462,0.851,1.000,chr2,47630845,MSH2,Body
cg14532173,0.28,0.0002644162878,0.851,1.000,chr18,58647162,,
cg18811621,0.25,0.0002645972241,0.851,1.000,chr2,208207188,,
cg14700707,-0.46,0.0002670088396,0.851,1.000,chr6,32191840,NOTCH4;NOTCH4,1stExon;5'UTR
cg02329386,0.22,0.0002684905106,0.851,1.000,chr2,70055719,GMCL1,TSS1500
cg01609658,-1.57,0.0002687605214,0.851,1.000,chr1,151694478,RIIAD1,Body
cg02046995,-0.37,0.0002688740589,0.851,1.000,chr22,41487740,EP300;MIR1281,TSS1500;TSS1500
cg17579867,0.34,0.0002706923318,0.851,1.000,chr12,70735907,CNOT2;CNOT2;CNOT2;CNOT2,Body;Body;Body;Body
cg14560539,0.30,0.0002731063398,0.851,1.000,chr16,70839885,,
cg05181989,0.20,0.0002737670837,0.851,1.000,chr16,69795586,WWP2;WWP2,TSS1500;TSS1500
cg11975222,0.43,0.0002760669079,0.851,1.000,chr3,69228976,FRMD4B,Body
cg10375456,-0.30,0.0002785811264,0.851,1.000,chr19,10380576,ICAM1,TSS1500
cg03272195,0.30,0.0002790855536,0.851,1.000,chr17,14211184,HS3ST3B1,Body
cg07719096,0.49,0.000279099683,0.851,1.000,chr16,80199163,,
cg17080138,0.33,0.0002792479965,0.851,1.000,chr3,115524190,LSAMP,3'UTR
cg21809081,-0.28,0.0002795622893,0.851,1.000,chr2,38603378,ATL2;ATL2;ATL2;ATL2;ATL2,1stExon;5'UTR;Body;Body;Body
cg20123429,0.25,0.0002817525739,0.851,1.000,chr6,97515029,KLHL32;KLHL32;KLHL32;KLHL32;KLHL32;KLHL32,Body;Body;Body;Body;Body;5'UTR
cg23822407,0.49,0.0002852319935,0.851,1.000,chr8,123981935,ZHX2,3'UTR
cg23233189,0.55,0.0002857871962,0.851,1.000,chr21,37803756,,
cg05417377,-0.35,0.0002877025564,0.851,1.000,chr10,135350807,CYP2E1,Body
cg05988694,-0.41,0.0002882510982,0.851,1.000,chr11,10674729,MRVI1;MRVI1;MRVI1;MRVI1;MRVI1;MRVI1,TSS1500;5'UTR;5'UTR;5'UTR;Body;Body
cg13351406,0.35,0.0002887697656,0.851,1.000,chr22,36031241,,
cg10780090,0.42,0.0002890458891,0.851,1.000,chr8,12878819,KIAA1456;KIAA1456,Body;Body
cg10603678,0.37,0.0002896520738,0.851,1.000,chr10,98040892,,
cg10319073,-0.46,0.000292028035,0.851,1.000,chr12,123351548,VPS37B,3'UTR
cg00625578,0.34,0.000292260911,0.851,1.000,chr8,59052982,FAM110B,5'UTR
cg18539160,0.45,0.0002923154101,0.851,1.000,chr17,40234186,,
cg02576202,0.51,0.0002926389564,0.851,1.000,chr18,73879357,,
cg12188016,0.30,0.0002948914323,0.851,1.000,chr9,17650646,SH3GL2,Body
cg23259607,0.36,0.0002956450662,0.851,1.000,chr4,143269319,INPP4B;INPP4B,Body;Body
cg19556284,0.41,0.0002959518738,0.851,1.000,chr6,158909455,TULP4;TULP4,Body;Body
cg19465883,1.30,0.0002959526746,0.851,1.000,chr1,8484670,RERE;LOC102724552;RERE;RERE,TSS1500;TSS200;Body;Body
cg07823315,0.60,0.0002985030665,0.851,1.000,chr12,102284884,DRAM1,Body
cg03284061,0.40,0.0002992016427,0.851,1.000,chr5,127194342,,
cg16600298,0.31,0.0002997743899,0.851,1.000,chr11,115310252,CADM1;CADM1;CADM1;CADM1;CADM1,Body;Body;Body;Body;Body
cg13323615,-0.30,0.0003005208202,0.851,1.000,chr19,40948566,SERTAD3;SERTAD3,5'UTR;TSS200
cg03755349,-0.50,0.0003011006283,0.851,1.000,chr7,102088880,ORAI2;ORAI2;ORAI2;ORAI2,3'UTR;3'UTR;3'UTR;3'UTR
cg04984920,-0.25,0.0003011976845,0.851,1.000,chr5,179285251,C5orf45;C5orf45,Body;Body
cg24998568,-0.36,0.0003054269198,0.851,1.000,chr7,85379873,,
cg14079254,0.42,0.0003094129839,0.851,1.000,chr11,13141128,,
cg00822277,0.27,0.0003114173894,0.851,1.000,chr13,114203903,TMCO3,3'UTR
cg21082141,0.25,0.0003120266417,0.851,1.000,chr4,81111985,PRDM8,5'UTR
cg21644489,0.66,0.0003139344074,0.851,1.000,chr15,63312170,,
cg15294119,0.28,0.0003139835353,0.851,1.000,chr18,56303440,,
cg06704974,-0.35,0.0003145389977,0.851,1.000,chr10,31146954,ZNF438;ZNF438;ZNF438;ZNF438;ZNF438;ZNF438;ZNF438;ZNF438,Body;Body;Body;Body;Body;5'UTR;5'UTR;5'UTR
cg17197519,0.35,0.0003159631923,0.851,1.000,chr15,65541267,,
cg27510667,0.20,0.000316831179,0.851,1.000,chr15,44729878,CTDSPL2,5'UTR
cg03422446,0.27,0.0003177249742,0.851,1.000,chr6,14696081,,
cg03086857,0.81,0.0003181737411,0.851,1.000,chr13,78492568,EDNRB;EDNRB;EDNRB,1stExon;1stExon;Body
cg08640904,-0.63,0.0003183253003,0.851,1.000,chr19,47288915,SLC1A5;SLC1A5;SLC1A5,5'UTR;TSS1500;Body
cg08295865,0.38,0.0003188877786,0.851,1.000,chr5,1790944,,
cg15887444,0.39,0.0003194619975,0.851,1.000,chr4,146112293,,
cg25080501,0.33,0.0003205680681,0.851,1.000,chr2,3760481,,
cg17068556,0.29,0.0003205937784,0.851,1.000,chr16,69777413,NOB1;NOB1,Body;Body
cg13476124,0.48,0.0003227830329,0.851,1.000,chr1,237206928,RYR2,Body
cg19969115,-0.50,0.0003257406073,0.851,1.000,chr7,2039898,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body
cg10519745,0.32,0.0003280711679,0.851,1.000,chr2,202508791,TMEM237;TMEM237,TSS1500;TSS1500
cg22786667,0.64,0.0003283575015,0.851,1.000,chr7,47641179,,
cg20297979,0.34,0.0003288139354,0.851,1.000,chr17,73552110,LLGL2;LLGL2;LLGL2,Body;Body;Body
cg23471612,-0.33,0.000328995425,0.851,1.000,chr12,98897216,,
cg12161982,0.23,0.0003296674066,0.851,1.000,chr10,49802919,ARHGAP22,Body
cg07940198,0.35,0.0003297111078,0.851,1.000,chr4,74759644,,
cg22883080,0.39,0.0003298224366,0.851,1.000,chr22,36841223,,
cg26772814,0.43,0.00033021221,0.851,1.000,chr20,56519113,,
cg26554674,-0.29,0.0003305539514,0.851,1.000,chr1,100598711,CCDC76;CCDC76;SASS6,1stExon;5'UTR;TSS1500
cg12776605,0.47,0.0003327351284,0.851,1.000,chr3,35720394,ARPP21;ARPP21;ARPP21;ARPP21;ARPP21;ARPP21;ARPP21,TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;5'UTR;5'UTR
cg12121782,0.28,0.0003352886781,0.851,1.000,chr12,53341686,KRT18;KRT18,TSS1500;TSS1500
cg09760098,0.31,0.0003410555241,0.851,1.000,chr10,11251111,CELF2;CELF2;CELF2;CELF2,Body;Body;Body;Body
cg24033228,0.40,0.0003427754606,0.851,1.000,chr12,123381156,VPS37B,TSS1500
cg21179831,-0.37,0.000350373614,0.851,1.000,chr6,31508137,BAT1;BAT1,Body;Body
cg15973487,-0.41,0.0003511209873,0.851,1.000,chr16,75656489,ADAT1;ADAT1,5'UTR;Body
cg05065075,0.46,0.0003511663546,0.851,1.000,chr17,36476531,MRPL45;MRPL45,Body;Body
cg07902263,-0.34,0.0003541250353,0.851,1.000,chr17,41978490,MPP2;MPP2;MPP2;MPP2;MPP2;MPP2;MPP2;MPP2;MPP2,TSS1500;Body;Body;Body;Body;5'UTR;5'UTR;5'UTR;5'UTR
cg16514411,-0.42,0.0003542622442,0.851,1.000,chr20,61966992,,
cg23229352,0.21,0.0003558724984,0.851,1.000,chr6,154153501,,
cg00632853,-0.33,0.0003578701605,0.851,1.000,chr9,132403257,ASB6;ASB6,Body;Body
cg23722204,-0.51,0.0003579581783,0.851,1.000,chr1,146976877,,
cg21916119,0.40,0.0003581169585,0.851,1.000,chr6,17969355,KIF13A;KIF13A;KIF13A;KIF13A;KIF13A,Body;Body;Body;Body;Body
cg10819259,0.42,0.0003597459585,0.851,1.000,chr1,236850361,ACTN2,Body
cg06899491,0.25,0.0003605172918,0.851,1.000,chr15,73029967,BBS4,3'UTR
cg12632569,0.40,0.0003628074442,0.851,1.000,chr7,107686951,LAMB4,Body
cg10529804,0.25,0.000367211334,0.851,1.000,chr12,86215532,RASSF9,Body
cg00743512,0.26,0.0003696107539,0.851,1.000,chr17,5202805,RABEP1;RABEP1;RABEP1;RABEP1,Body;Body;Body;Body
cg19037304,0.31,0.0003701947727,0.851,1.000,chr7,19812760,TMEM196,TSS1500
cg02701677,0.24,0.0003711065852,0.851,1.000,chr11,23970707,,
cg00980978,0.41,0.0003713428821,0.851,1.000,chr20,44098724,WFDC2,Body
cg24519199,0.30,0.0003715457179,0.851,1.000,chr7,122190994,CADPS2;CADPS2;CADPS2,Body;Body;Body
cg07650961,0.42,0.0003743787036,0.851,1.000,chr18,40883481,,
cg02968844,-0.35,0.0003747103559,0.851,1.000,chr1,884964,NOC2L,Body
cg12896548,0.28,0.0003748160638,0.851,1.000,chr7,2373459,,
cg21921367,0.61,0.00037575562,0.851,1.000,chr6,24329376,DCDC2;DCDC2,Body;Body
cg00769668,0.48,0.0003765468127,0.851,1.000,chr2,174233011,CDCA7;CDCA7,3'UTR;3'UTR
cg23594597,0.25,0.0003776772592,0.851,1.000,chr7,27444401,,
cg27320191,0.33,0.0003782988385,0.851,1.000,chr17,7743410,KDM6B,5'UTR
cg07763787,0.24,0.0003804345138,0.851,1.000,chr10,102049639,PKD2L1;PKD2L1,Body;Body
